,filename,offset,confidence
0,tir1100m_20180426_092825.wav,30000,0.72676682
1,tir1100m_20180426_092825.wav,36000,0.8437731900000001
2,tir1100m_20180426_092825.wav,36000,0.71283072
3,tir1100m_20180426_092825.wav,42000,0.80438286
4,tir1100m_20180426_092825.wav,84000,0.8450985
5,tir1100m_20180426_092825.wav,84000,0.77795833
6,tir1100m_20180426_092825.wav,84000,0.73747218
7,tir1100m_20180426_092825.wav,126000,0.7158181100000001
8,tir1100m_20180426_092825.wav,132000,0.75806993
9,tir1100m_20180426_092825.wav,132000,0.702106
10,tir1100m_20180426_092825.wav,138000,0.80910021
11,tir1100m_20180426_092825.wav,144000,0.80678129
12,tir1100m_20180426_092825.wav,150000,0.90391403
13,tir1100m_20180426_092825.wav,150000,0.72926718
14,tir1100m_20180426_092825.wav,156000,0.7735966400000001
15,tir1100m_20180426_092825.wav,360000,0.8430443999999999
16,tir1100m_20180426_092825.wav,360000,0.76896709
17,tir1100m_20180426_092825.wav,402000,0.76152849
18,tir1100m_20180426_092825.wav,408000,0.74269134
19,tir1100m_20180426_092825.wav,414000,0.78022313
20,tir1100m_20180426_092825.wav,414000,0.73081398
21,tir1100m_20180426_092825.wav,462000,0.80931425
22,tir1100m_20180426_092825.wav,510000,0.71339476
23,tir1100m_20180426_092825.wav,516000,0.7945699700000001
24,tir1100m_20180426_092825.wav,528000,0.7458836400000001
25,tir1100m_20180426_092825.wav,582000,0.81363374
26,tir1100m_20180426_092825.wav,1128000,0.79836828
27,tir1100m_20180426_092825.wav,1134000,0.7375955
28,tir1100m_20180426_092825.wav,1140000,0.86888647
29,tir1100m_20180426_092825.wav,1140000,0.80929404
30,tir1100m_20180426_092825.wav,1146000,0.72787505
31,tir1100m_20180426_092825.wav,1206000,0.74413306
32,tir1100m_20180426_092825.wav,1212000,0.85792643
33,tir1100m_20180426_092825.wav,1218000,0.7942928100000001
34,tir1100m_20180426_092825.wav,1224000,0.9275348800000001
35,tir1100m_20180426_092825.wav,1308000,0.8117365200000001
36,tir1100m_20180426_092825.wav,1560000,0.7405136800000001
37,tir1100m_20180426_092825.wav,1566000,0.7823972100000001
38,tir1100m_20180426_092825.wav,1566000,0.76065212
39,tir1100m_20180426_092825.wav,1566000,0.70393163
40,tir1100m_20180426_092825.wav,1620000,0.73210895
41,tir1100m_20180426_092825.wav,1836000,0.79529119
42,tir1100m_20180426_092825.wav,1842000,0.8473381400000001
43,tir1100m_20180426_092825.wav,1842000,0.73084581
44,tir1100m_20180426_092825.wav,1944000,0.79785097
45,tir1100m_20180426_092825.wav,1944000,0.7053706
46,tir1100m_20180426_092825.wav,1950000,0.92556638
47,tir1100m_20180426_092825.wav,1950000,0.8295691
48,tir1100m_20180426_092825.wav,1950000,0.76494145
49,tir1100m_20180426_092825.wav,1956000,0.94910955
50,tir1100m_20180426_092825.wav,1956000,0.79491872
51,tir1100m_20180426_092825.wav,1956000,0.74572527
52,tir1100m_20180426_092825.wav,1956000,0.74068385
53,tir1100m_20180426_092825.wav,1956000,0.71795553
54,tir1100m_20180426_092825.wav,1962000,0.85619789
55,tir1100m_20180426_092825.wav,1998000,0.74254453
56,tir1100m_20180426_092825.wav,2004000,0.83281034
57,tir1100m_20180426_092825.wav,2004000,0.71238375
58,tir1100m_20180426_092825.wav,2010000,0.86415833
59,tir1100m_20180426_092825.wav,2022000,0.7771891400000001
60,tir1100m_20180426_092825.wav,2718000,0.86006492
61,tir1100m_20180426_092825.wav,2730000,0.78067768
62,tir1100m_20180426_092825.wav,2736000,0.76537025
63,tir1100m_20180426_092825.wav,2736000,0.74295437
64,tir1100m_20180426_092825.wav,2934000,0.78445345
65,tir1100m_20180426_092825.wav,2934000,0.77309763
66,tir1100m_20180426_092825.wav,3030000,0.77571136
67,tir1100m_20180426_092825.wav,3036000,0.84576869
68,tir1100m_20180426_092825.wav,3060000,0.73512059
69,tir1100m_20180426_092825.wav,3066000,0.7173149600000001
70,tir1100m_20180426_092825.wav,3510000,0.80911344
71,tir1100m_20180426_092825.wav,3510000,0.7692559999999999
72,tir1100m_20180426_092825.wav,3510000,0.70914096
73,tir1100m_20180426_092825.wav,3546000,0.70378876
74,tir1100m_20180426_092825.wav,3588000,0.81491756
75,tir1100m_20180426_092825.wav,3588000,0.7704813500000001
76,tir1100m_20180426_092825.wav,4128000,0.7115995900000001
77,tir1100m_20180426_092825.wav,4134000,0.88243806
78,tir1100m_20180426_092825.wav,4134000,0.80968213
79,tir1100m_20180426_092825.wav,4140000,0.9245417100000001
80,tir1100m_20180426_092825.wav,4140000,0.87351108
81,tir1100m_20180426_092825.wav,4140000,0.81852543
82,tir1100m_20180426_092825.wav,4146000,0.79765159
83,tir1100m_20180426_092825.wav,4212000,0.72292954
84,tir1100m_20180426_092825.wav,4218000,0.75558466
85,tir1100m_20180426_092825.wav,4224000,0.77428669
86,tir1100m_20180426_092825.wav,4230000,0.7611008300000001
87,tir1100m_20180426_092825.wav,4230000,0.7269426
88,tir1100m_20180426_092825.wav,4236000,0.82856417
89,tir1100m_20180426_092825.wav,4266000,0.75395709
90,tir1100m_20180426_092825.wav,4440000,0.73597366
91,tir1100m_20180426_092825.wav,4446000,0.87621701
92,tir1100m_20180426_092825.wav,4458000,0.7101900600000001
93,tir1100m_20180426_092825.wav,4500000,0.74214625
94,tir1100m_20180426_092825.wav,4506000,0.75442868
95,tir1100m_20180426_092825.wav,4512000,0.77439499
96,tir1100m_20180426_092825.wav,4518000,0.73141056
97,tir1100m_20180426_092825.wav,4560000,0.88877577
98,tir1100m_20180426_092825.wav,4566000,0.71478623
99,tir1100m_20180426_092825.wav,4572000,0.75805825
