,filename,offset,confidence
100,tir1100m_20180426_092825.wav,4578000,0.82473814
101,tir1100m_20180426_092825.wav,4590000,0.72715515
102,tir1100m_20180426_092825.wav,4596000,0.8780846600000001
103,tir1100m_20180426_092825.wav,4596000,0.80064094
104,tir1100m_20180426_092825.wav,4620000,0.7085936700000001
105,tir1100m_20180426_092825.wav,4842000,0.84686971
106,tir1100m_20180426_092825.wav,4848000,0.78763497
107,tir1100m_20180426_092825.wav,4854000,0.83663678
108,tir1100m_20180426_092825.wav,4914000,0.84348404
109,tir1100m_20180426_092825.wav,4920000,0.89155841
110,tir1100m_20180426_092825.wav,4920000,0.8788517100000001
111,tir1100m_20180426_092825.wav,4926000,0.77943599
112,tir1100m_20180426_092825.wav,4926000,0.74937153
113,tir1100m_20180426_092825.wav,4926000,0.72574043
114,tir1100m_20180426_092825.wav,4932000,0.84883273
115,tir1100m_20180426_092825.wav,4932000,0.78376245
116,tir1100m_20180426_092825.wav,4932000,0.7420662
117,tir1100m_20180426_092825.wav,4938000,0.912292
118,tir1100m_20180426_092825.wav,4974000,0.70523828
119,tir1100m_20180426_092825.wav,5436000,0.81346041
120,tir1100m_20180426_092825.wav,5436000,0.79283768
121,tir1100m_20180426_092825.wav,5436000,0.77353013
122,tir1100m_20180426_092825.wav,5436000,0.7710712
123,tir1100m_20180426_092825.wav,5436000,0.7374961999999999
124,tir1100m_20180426_092825.wav,5436000,0.73071003
125,tir1100m_20180426_092825.wav,5484000,0.86233646
126,tir1100m_20180426_092825.wav,5490000,0.8663253200000001
127,tir1100m_20180426_092825.wav,5508000,0.86616373
128,tir1100m_20180426_092825.wav,5514000,0.84797245
129,tir1100m_20180426_092825.wav,5694000,0.90118235
130,tir1100m_20180426_092825.wav,5694000,0.79025072
131,tir1100m_20180426_092825.wav,5694000,0.73220611
132,tir1100m_20180426_092825.wav,5694000,0.70108163
133,tir1100m_20180426_092825.wav,5742000,0.7462838900000001
134,tir1100m_20180426_092825.wav,5784000,0.82907033
135,tir1100m_20180426_092825.wav,5784000,0.7874340999999999
136,tir1100m_20180426_092825.wav,5784000,0.78115785
137,tir1100m_20180426_092825.wav,5790000,0.88101876
138,tir1100m_20180426_092825.wav,5790000,0.83345449
139,tir1100m_20180426_092825.wav,5970000,0.82928342
140,tir1100m_20180426_092825.wav,5976000,0.7891680600000001
141,tir1100m_20180426_092825.wav,5976000,0.70934439
142,tir1100m_20180426_092825.wav,5994000,0.70749068
143,tir1100m_20180426_092825.wav,6480000,0.73240894
144,tir1100m_20180426_092825.wav,6486000,0.786138
145,tir1100m_20180426_092825.wav,6552000,0.7788004900000001
146,tir1100m_20180426_092825.wav,6708000,0.84617949
147,tir1100m_20180426_092825.wav,6804000,0.72376394
148,tir1100m_20180426_092825.wav,6816000,0.7004986999999999
149,tir1100m_20180426_092825.wav,6972000,0.7958810900000001
150,tir1100m_20180426_092825.wav,6972000,0.74820769
151,tir1100m_20180426_092825.wav,6978000,0.79572541
152,tir1100m_20180426_092825.wav,6978000,0.76633704
153,tir1100m_20180426_092825.wav,6984000,0.82567394
154,tir1100m_20180426_092825.wav,6990000,0.88228911
155,tir1100m_20180426_092825.wav,6990000,0.75375873
156,tir1100m_20180426_092825.wav,6996000,0.86130166
157,tir1100m_20180426_092825.wav,6996000,0.72096539
158,tir1100m_20180426_092825.wav,7002000,0.85842884
